episode,episode_order,speaker,utterance
60226,4,JOSHUA ENCARNACION,"What you really feel is a sense of affinity; family, pride, because everyone's just come to care for each other."
60226,5,"ANNE MOSTUE, BYLINE",Joshua Encarnacion is finishing his junior year. He is president of his class.
60226,6,JOSHUA ENCARNACION,"I feel like all of the media attention focuses on what people see from outside in. Because on campus, the first day back we were right back to work. It feels like no one missed an assignment, no professor was late on work. And so everybody was ready to begin finals week when it all happened."
60226,7,"ANNE MOSTUE, BYLINE","What happened was the arrest of Dzhokhar Tsarnaev, the 19-year-old Boston Marathon bombing suspect. He lived in a dorm on campus and the school was evacuated for a day. Classmates have since told police and the media that he played intramural soccer, smoked marijuana and was a mediocre student. Police and the FBI eventually arrested three of his friends, only one of whom was still enrolled at the school. Officials say the friends had no knowledge of the bombings beforehand but they're charged with destroying evidence and misleading police. At first, the school administration had no comment. It has since announced plans to review its handling of several issues. And Chancellor Divina Grossman says the arrests do not represent the campus of 9,500 students."
60226,8,DIVINA GROSSMAN,"This is a beacon of hope and educational opportunity in this region. The men and women who worked in the textile mills and the fishing industry, they had bright hopes and aspirations for their children."
60226,9,"ANNE MOSTUE, BYLINE",Chancellor Grossman herself first came to the school as a foreign student from the Philippines.
60226,10,DIVINA GROSSMAN,"So, when you look at UMass Dartmouth, the real story about it is how it transforms lives of individual students and how for many of our students it's the first time somebody in their family is going to college and completing college."
60226,11,"ANNE MOSTUE, BYLINE","Grossman says UMass Dartmouth didn't turn Dzhokhar Tsarnaev into a terrorist, just as Harvard didn't turn Ted Kaczynski into a Unabomber. And at a school where about half the students live off-campus, it's difficult to keep track of what they do in their free time. Senior Leanne Poirier has been reporting on the arrests for the school paper. She says it's strange, and somewhat frustrating, for her school to be associated with alleged terrorist activity."
60226,12,LEANNE POIRIER,"People are kind of joking now, like, oh my gosh, like, UMass is breeding terrorists. But I don't think that's the case at all. I just think that it's a low-cost school, it's a state school and, you know, some people ended up being here at the wrong time for all of us, I guess."
60226,13,"ANNE MOSTUE, BYLINE","Still, in response to the arrests, UMass Dartmouth is boosting security and limiting the number of people who may attend graduation. For NPR News, I'm Anne Mostue."
60873,1,"NOEL KING, HOST","Good morning. I'm Noel King. A California man has set out to prove that the Earth is flat. Mike Hughes wants to launch himself into space in a home-built rocket to get a look. He worked on the rocket for two years. And this weekend, he made it to - not space exactly. He got a third of a mile into the air then fell back to Earth. The rocket had a parachute, but Hughes got a little banged up. He told a reporter he had a sore back and just wanted to get home, have dinner and see his cats. It's MORNING EDITION."
65791,1,"DAVID GREENE, HOST","Everywhere we go, we are carrying around little tracking devices. You know this. It's our cell phones. Wireless providers keep records of where we have been, and those records, as you can imagine, are of great interest to law enforcement. But here's a question. Does the government need a warrant to look at cellphone location data? That is a question in front of the Supreme Court this morning, and here's more from NPR legal affairs correspondent Nina Totenberg."
65791,2,"NINA TOTENBERG, BYLINE","The irony of today's case is that it involves massive cellphone thefts, a string of armed robberies at RadioShacks in Michigan and Ohio. The robbers entered the stores, guns drawn, herded patrons to the back, loaded up laundry bags with new smartphones and then later sold their booty for tens of thousands of dollars per haul. In April of 2011, police arrested four men, one of whom confessed that he and a shifting group of 15 others had robbed nine different stores over the previous year. The suspect identified Timothy Carpenter as one of the ringleaders. The thieves all pleaded guilty except for Carpenter and his half brother. At their trial, the icing on the prosecution case was the cellphone location information recorded by Carpenter's wireless provider for each of the calls he placed or received on the dates of the robberies."
65791,3,"NINA TOTENBERG, BYLINE","Now, remember, this was seven years ago and several smartphone generations. The information used at Carpenter's trial was not exactly precise. It did not record where he was when he texted or where he was when his phone was not in use, but when he made or received calls, the cellphone towers nearby recorded his general location with an accuracy range of about a half mile to two miles. And guess what? Those calls matched up rather nicely with the vicinity of the robberies. While there was eyewitness and video evidence against Carpenter, too, his lawyer Harold Gurwitz said the painfully irrefutable evidence was the cellphone data."
65791,4,HAROLD GURWITZ,It's the kind of evidence that in the end is the most difficult to argue to a jury that they shouldn't credit because the records are what they are.
65791,5,"NINA TOTENBERG, BYLINE","The question before the Supreme Court is whether the cops should have gotten a search warrant in order to obtain the cell location information. That would have required them to show a judge that they had probable cause to believe those records contained evidence of a crime. What they did instead was obtain a court order under the federal Stored Communications Act, which is easier. In this case, as in others, prosecutors argue that the Supreme Court has long viewed information shared by a consumer as fair game without a warrant. Even before the stored records law was enacted, the high court ruled that you lose your Fourth Amendment right to privacy when you share information with a third party like the phone company. Fourth Amendment scholar Orin Kerr contends that the idea of tracking someone's movements in public is not new. The police, for instance, tail a suspect or check on his alibi. Only when they search the suspect's home or person do they have to get a court-approved warrant. As to the general cell location data at issue in this case, he maintains..."
